Time;Channel A
(us);(V)

-500,03197975;0,00265511
-500,01597976;0,00198370
-499,99997976;0,00198370
-499,98397976;0,00265511
-499,96797976;0,00131230
-499,95197976;0,00131230
-499,93597976;0,00131230
-499,91997976;0,00064089
-499,90397976;0,00466933
-499,88797976;0,00131230
-499,87197976;0,00064089
-499,85597976;0,00265511
-499,83997976;0,00064089
-499,82397976;0,00198370
-499,80797976;0,00131230
-499,79197976;0,00131230
-499,77597976;0,00198370
-499,75997976;0,00064089
-499,74397976;0,00198370
-499,72797976;0,00064089
-499,71197976;-0,00201422
-499,69597976;0,00131230
-499,67997976;0,00198370
-499,66397976;0,00198370
-499,64797977;-0,00134281
-499,63197977;0,00265511
-499,61597977;0,00131230
-499,59997977;0,00000000
-499,58397977;0,00198370
-499,56797977;-0,00067141
-499,55197977;0,00000000
-499,53597977;-0,00134281
-499,51997977;-0,00134281
-499,50397977;0,00000000
-499,48797977;0,00000000
-499,47197977;0,00064089
-499,45597977;0,00000000
-499,43997977;0,00064089
-499,42397977;0,00000000
-499,40797977;0,00131230
-499,39197977;-0,00201422
-499,37597977;0,00131230
-499,35997977;-0,00134281
-499,34397977;0,00000000
-499,32797977;-0,00067141
-499,31197977;0,00000000
-499,29597978;0,00198370
-499,27997978;-0,00201422
-499,26397978;-0,00134281
-499,24797978;-0,00335704
-499,23197978;-0,00067141
-499,21597978;0,00000000
-499,19997978;-0,00268563
-499,18397978;-0,00134281
-499,16797978;-0,00335704
-499,15197978;-0,00268563
-499,13597978;-0,00134281
-499,11997978;-0,00201422
-499,10397978;-0,00201422
-499,08797978;0,00000000
-499,07197978;-0,00335704
-499,05597978;-0,00335704
-499,03997978;-0,00201422
-499,02397978;-0,00268563
-499,00797978;-0,00335704
-498,99197978;-0,00268563
-498,97597978;-0,00268563
-498,95997978;-0,00134281
-498,94397979;-0,00134281
-498,92797979;-0,00134281
-498,91197979;-0,00469985
-498,89597979;-0,00268563
-498,87997979;-0,00402844
-498,86397979;-0,00335704
-498,84797979;-0,00402844
-498,83197979;-0,00335704
-498,81597979;-0,00402844
-498,79997979;-0,00402844
-498,78397979;-0,00268563
-498,76797979;-0,00469985
-498,75197979;-0,00402844
-498,73597979;-0,00335704
-498,71997979;-0,00537126
-498,70397979;-0,00402844
-498,68797979;-0,00268563
-498,67197979;-0,00335704
-498,65597979;-0,00402844
-498,63997979;-0,00402844
-498,62397979;-0,00469985
-498,60797979;-0,00335704
-498,59197980;-0,00402844
